,ihs_match,PRODUCT,ROUTE,TECHNOLOGY,LICENSOR
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,CHI MEI
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,CHI MEI
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,CHI MEI
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,CHI MEI
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DOW
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DOW
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,DOW
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,DOW
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DOW
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,DOW
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
57,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,n.a.,n.a.
58,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,n.a.,n.a.
59,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,n.a.,n.a.
60,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,n.a.,n.a.
61,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,n.a.,n.a.
62,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,n.a.,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ACETYLENE,HYDRATION,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ACETYLENE,n.a.,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,BP
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,HUELS
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,IBI CHEMATUR
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,IBI PRIVATE
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,UNION CARBIDE
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,n.a.,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHYLENE,OXIDATION,HOECHST
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHYLENE,OXIDATION,HOECHST/WACKER
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHYLENE,OXIDATION,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHYLENE,n.a.,n.a.
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,ASHOK
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,ASHOK
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,CELANESE
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,CELANESE
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,COPERBO
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,COPERBO
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,EASTMAN CHEMICAL
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,EASTMAN CHEMICAL
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,HOECHST
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,HOECHST
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,HUELS
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,HUELS
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,IBI CHEMATUR
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,IBI CHEMATUR
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,IBI PRIVATE
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,IBI PRIVATE
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,OXITENO
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,OXITENO
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,SHOWA DENKO
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,SHOWA DENKO
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,n.a.
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,n.a.
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,n.a.,n.a.
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,n.a.,n.a.
68,ACETIC ACID BY CHIYODA CT-ACETICA™ PROCESS UPDATE,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
69,ACETIC ACID BY LOW PRESSURE CARBONYLATION OF METHANOL,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
70,ACETIC ACID BY THE CHIYODA ACETICA PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
85,ACETIC ACID BY THE CHIYODA/UOP ACETICA(TM) PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
72,ACETIC ACID FROM COAL VIA BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
73,ACETIC ACID FROM ETHANE BY THE SABIC PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
84,ACETIC ACID FROM ETHYLENE BY THE SHOWA DENKO PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
83,"ACETIC ACID FROM MEOH BY LOW PRESSURE CARBONYLATION, SUPPORTED Rh CATALYST",ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
82,ACETIC ACID FROM MEOH BY THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
81,ACETIC ACID FROM MEOH BY THE CELANESE PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
80,ACETIC ACID FROM NATURAL GAS VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
79,ACETIC ACID VIA SABIC ETHANE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
78,ACETIC ACID VIA SHOWA DENKO ONE-STEP ETHYLENE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
77,ACETIC ACID VIA THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
76,ACETIC ACID VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
75,ACETIC ACID VIA THE CELANESE AO PLUS PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
68,ACETIC ACID BY CHIYODA CT-ACETICA™ PROCESS UPDATE,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
69,ACETIC ACID BY LOW PRESSURE CARBONYLATION OF METHANOL,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
70,ACETIC ACID BY THE CHIYODA ACETICA PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
85,ACETIC ACID BY THE CHIYODA/UOP ACETICA(TM) PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
72,ACETIC ACID FROM COAL VIA BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
73,ACETIC ACID FROM ETHANE BY THE SABIC PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
84,ACETIC ACID FROM ETHYLENE BY THE SHOWA DENKO PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
83,"ACETIC ACID FROM MEOH BY LOW PRESSURE CARBONYLATION, SUPPORTED Rh CATALYST",ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
82,ACETIC ACID FROM MEOH BY THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
81,ACETIC ACID FROM MEOH BY THE CELANESE PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
80,ACETIC ACID FROM NATURAL GAS VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
79,ACETIC ACID VIA SABIC ETHANE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
78,ACETIC ACID VIA SHOWA DENKO ONE-STEP ETHYLENE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
77,ACETIC ACID VIA THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
76,ACETIC ACID VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
75,ACETIC ACID VIA THE CELANESE AO PLUS PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
68,ACETIC ACID BY CHIYODA CT-ACETICA™ PROCESS UPDATE,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
69,ACETIC ACID BY LOW PRESSURE CARBONYLATION OF METHANOL,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
70,ACETIC ACID BY THE CHIYODA ACETICA PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
85,ACETIC ACID BY THE CHIYODA/UOP ACETICA(TM) PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
72,ACETIC ACID FROM COAL VIA BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
73,ACETIC ACID FROM ETHANE BY THE SABIC PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
84,ACETIC ACID FROM ETHYLENE BY THE SHOWA DENKO PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
83,"ACETIC ACID FROM MEOH BY LOW PRESSURE CARBONYLATION, SUPPORTED Rh CATALYST",ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
82,ACETIC ACID FROM MEOH BY THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
81,ACETIC ACID FROM MEOH BY THE CELANESE PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
80,ACETIC ACID FROM NATURAL GAS VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
79,ACETIC ACID VIA SABIC ETHANE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
78,ACETIC ACID VIA SHOWA DENKO ONE-STEP ETHYLENE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
77,ACETIC ACID VIA THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
76,ACETIC ACID VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
75,ACETIC ACID VIA THE CELANESE AO PLUS PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
68,ACETIC ACID BY CHIYODA CT-ACETICA™ PROCESS UPDATE,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
69,ACETIC ACID BY LOW PRESSURE CARBONYLATION OF METHANOL,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
70,ACETIC ACID BY THE CHIYODA ACETICA PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
85,ACETIC ACID BY THE CHIYODA/UOP ACETICA(TM) PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
72,ACETIC ACID FROM COAL VIA BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
73,ACETIC ACID FROM ETHANE BY THE SABIC PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
74,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
84,ACETIC ACID FROM ETHYLENE BY THE SHOWA DENKO PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
71,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
83,"ACETIC ACID FROM MEOH BY LOW PRESSURE CARBONYLATION, SUPPORTED Rh CATALYST",ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
